Date,Price
"Jul 06, 2021",73.62
"Jul 07, 2021",72.22
"Jul 08, 2021",72.98
"Jul 09, 2021",74.56
"Jul 12, 2021",74.21
"Jul 13, 2021",75.24
"Jul 14, 2021",73.06
"Jul 15, 2021",71.67
"Jul 16, 2021",71.76
"Jul 19, 2021",66.45
"Jul 20, 2021",67.32
"Jul 21, 2021",70.26
"Jul 22, 2021",72.15
"Jul 23, 2021",72.24
"Jul 26, 2021",72.15
"Jul 27, 2021",71.68
"Jul 28, 2021",72.37
"Jul 29, 2021",73.62
"Jul 30, 2021",73.93
"Aug 02, 2021",71.31
"Aug 03, 2021",70.64
"Aug 04, 2021",68.19
"Aug 05, 2021",69.1
"Aug 06, 2021",68.26
"Aug 09, 2021",66.56
"Aug 10, 2021",68.33
"Aug 11, 2021",69.3
"Aug 12, 2021",69.12
"Aug 13, 2021",68.36
"Aug 16, 2021",67.44
"Aug 17, 2021",66.5
"Aug 18, 2021",65.36
"Aug 19, 2021",63.69
"Aug 20, 2021",62.25
"Aug 23, 2021",65.65
"Aug 24, 2021",67.5
"Aug 25, 2021",68.54
"Aug 26, 2021",67.42
"Aug 27, 2021",68.84
"Aug 30, 2021",69.28
